City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
385,kalemie,8,CD,1524325975,100,-5.95,29.2,76.27,3.83
386,greytown,44,ZA,1524325975,60,-29.06,30.59,70.06,2.48
387,bahua,0,IN,1524325976,15,25.85,80.63,86.71,10.92
388,tazovskiy,32,RU,1524325976,78,67.47,78.7,4.54,10.09
389,kiruna,92,SE,1524324000,86,67.86,20.23,33.8,4.7
390,yatou,40,CM,1524322800,66,3.63,9.81,89.6,5.82
391,ometepec,0,MX,1524325976,46,16.69,-98.42,83.56,3.27
392,loksa,0,EE,1524324000,57,59.58,25.72,50.0,24.16
393,waldshut-tiengen,40,DE,1524324600,26,47.62,8.22,84.2,2.24
394,petropavlovsk-kamchatskiy,80,RU,1524322800,73,53.05,158.65,24.8,4.47
395,malumfashi,92,NG,1524325977,26,11.79,7.62,96.88,4.99
396,asti,0,IT,1524324000,26,44.9,8.21,82.4,4.7
397,berlevag,0,NO,1524322200,68,70.86,29.09,26.6,5.82
398,taltal,32,CL,1524325977,88,-25.41,-70.49,67.54,3.49
399,champerico,5,MX,1524321780,57,16.38,-93.6,80.6,2.98
400,kuantan,75,MY,1524322800,94,3.82,103.33,78.8,2.24
401,waxahachie,90,US,1524323700,72,32.39,-96.85,64.4,16.11
402,ha tinh,8,VN,1524325760,89,18.33,105.9,78.43,17.63
403,puerto madryn,32,AR,1524325862,60,-42.77,-65.04,66.1,9.8
404,sakete,75,BJ,1524322800,74,6.74,2.66,86.0,11.41
405,jamnagar,0,IN,1524325978,38,22.47,70.06,83.56,8.79
406,matamoros,75,US,1524323880,69,25.87,-97.51,82.4,19.46
407,pringsewu,88,ID,1524325978,93,-5.36,104.98,75.37,1.74
408,mount gambier,0,AU,1524325965,89,-37.83,140.78,53.05,3.09
409,tyrma,0,RU,1524325979,50,50.04,132.17,34.87,5.61
410,wenchi,20,GH,1524325979,63,7.74,-2.1,90.94,10.54
411,santa cruz del sur,0,CU,1524325979,86,20.71,-78.0,83.11,11.81
412,calvinia,0,ZA,1524325979,22,-31.47,19.78,77.53,6.51
413,nikki,0,BJ,1524325979,49,9.94,3.21,95.62,5.39
414,marawi,76,PH,1524325979,99,8.0,124.29,69.52,1.3
415,kilindoni,56,TZ,1524325979,97,-7.91,39.67,83.47,12.37
416,edmonds,90,US,1524322560,87,47.81,-122.38,50.0,3.36
417,oeiras do para,0,BR,1524325980,79,-2.0,-49.85,86.8,3.76
418,luoyang,80,CN,1524325980,99,34.66,112.42,66.37,2.71
419,guiratinga,88,BR,1524325980,69,-16.35,-53.76,82.12,3.31
420,alofi,80,NU,1524325980,100,-19.06,-169.92,78.34,11.54
421,bulawayo,8,ZW,1524325980,35,-20.16,28.59,79.06,8.9
422,hauterive,0,FR,1524324600,34,46.09,3.45,82.4,3.36
423,quesnel,75,CA,1524322800,56,52.98,-122.49,44.6,8.05
424,skowhegan,75,US,1524322560,42,44.77,-69.72,46.4,11.41
425,naantali,64,FI,1524324000,53,60.45,22.03,50.0,17.22
426,bumba,12,CD,1524325981,64,2.18,22.47,85.9,7.85
427,filadelfia,44,PY,1524325981,74,-22.35,-60.04,84.55,9.8
428,ugoofaaru,68,MV,1524325981,100,5.67,73.0,85.0,9.91
429,giraltovce,0,SK,1524324600,40,49.11,21.52,73.4,11.41
430,omboue,20,GA,1524325982,100,-1.57,9.26,83.29,10.02
431,necochea,8,AR,1524325982,81,-38.55,-58.74,77.8,5.84
432,mehran,75,IR,1524322800,47,33.12,46.17,59.0,4.7
433,faya,75,SA,1524322800,56,18.39,42.45,69.8,4.88
434,amuntai,56,ID,1524325982,96,-2.42,115.25,75.37,1.97
435,sisimiut,88,GL,1524325982,96,66.94,-53.67,26.05,2.71
436,seymchan,56,RU,1524325982,79,62.93,152.39,16.42,2.59
437,devonport,80,AU,1524325983,92,-41.18,146.36,45.58,2.08
438,morehead,1,US,1524322380,30,38.18,-83.43,57.2,5.82
439,soe,75,EE,1524322200,46,57.91,26.05,53.6,14.99
440,sao jose do egito,0,BR,1524325983,59,-7.48,-37.27,85.36,6.85
441,hayden,90,US,1524322680,79,47.77,-116.79,51.8,11.41
442,pindobacu,92,BR,1524325983,94,-10.74,-40.36,73.57,10.36
443,presidencia roque saenz pena,0,AR,1524325984,75,-26.79,-60.44,86.53,11.32
444,victoria point,0,AU,1524322800,82,-27.58,153.3,68.0,9.17
445,padang,20,ID,1524325984,100,-0.92,100.36,82.93,4.27
446,behshahr,40,IR,1524322800,77,36.69,53.54,59.0,6.93
447,bandarbeyla,0,SO,1524325984,100,9.49,50.81,83.38,6.11
448,vanimo,20,PG,1524325984,100,-2.67,141.3,84.19,15.17
449,kuzovatovo,92,RU,1524325985,56,53.54,47.69,48.19,15.79
450,severo-yeniseyskiy,92,RU,1524325985,88,60.37,93.04,41.26,11.1
451,mehamn,0,NO,1524325985,83,71.03,27.85,29.74,9.86
452,werder,0,DE,1524325985,50,53.49,13.1,61.69,10.58
453,havre-saint-pierre,1,CA,1524322800,48,50.23,-63.6,39.2,12.75
454,unai,48,BR,1524325985,64,-16.36,-46.91,79.96,7.07
455,aripuana,76,BR,1524325986,100,-9.17,-60.63,77.35,2.71
456,khani,75,GE,1524322800,71,41.96,42.96,55.4,10.29
457,alice springs,0,AU,1524322800,39,-23.7,133.88,64.4,3.36
458,lujan,32,AR,1524325986,40,-46.57,-67.67,60.43,23.73
459,rawson,12,AR,1524325986,33,-43.3,-65.11,67.81,10.09
460,kalmar,0,SE,1524324000,25,56.66,16.36,66.2,16.11
461,seoul,0,KR,1524322800,58,37.57,126.98,59.0,2.24
462,seydi,36,NE,1524325987,22,13.34,7.75,102.1,5.61
463,veriora,56,EE,1524322800,76,58.01,27.36,53.6,13.42
464,sinnamary,88,GF,1524325987,100,5.38,-52.96,79.42,8.86
465,harper,90,US,1524323700,93,30.3,-99.24,64.4,11.92
466,betlitsa,56,RU,1524325987,75,54.01,33.96,59.8,27.09
467,ngunguru,8,NZ,1524325988,100,-35.62,174.5,63.67,16.28
468,playas,0,EC,1524325988,68,-2.64,-80.39,82.84,4.09
469,sanmenxia,64,CN,1524325988,91,34.77,111.19,60.52,3.04
470,flagstaff,1,US,1524324900,37,35.2,-111.65,55.4,3.36
471,taldan,24,RU,1524325988,73,53.69,124.82,30.28,2.3
472,makasar,40,ID,1524324600,88,-6.28,106.88,80.6,3.36
473,byron bay,40,AU,1524322800,77,-28.65,153.62,68.0,10.29
474,sioux lookout,20,CA,1524322800,43,50.1,-91.92,50.0,2.24
475,jizan,75,SA,1524322800,55,16.89,42.56,89.6,34.45
476,carandai,75,BR,1524322800,77,-20.95,-43.81,66.2,6.93
477,tarn taran,0,IN,1524324600,60,31.46,74.93,80.6,5.82
478,elko,1,US,1524322560,48,40.83,-115.76,42.8,2.71
479,zverinogolovskoye,76,RU,1524325989,91,54.46,64.85,31.36,14.67
480,dzhebariki-khaya,80,RU,1524325989,59,62.22,135.8,25.24,4.27
481,oranjemund,32,ZA,1524325990,99,-28.55,16.43,61.6,12.1
482,baruun-urt,88,MN,1524325990,35,46.68,113.28,41.53,10.65
483,kupang,0,ID,1524325990,91,-10.16,123.6,82.12,12.77
484,alma,90,US,1524323700,100,40.1,-99.36,41.0,10.29
485,batticaloa,20,LK,1524325990,96,7.71,81.69,84.19,11.1
486,college,90,US,1524323280,73,64.86,-147.8,21.2,7.74
487,bogorodskoye,68,RU,1524325990,80,52.37,140.44,29.11,3.76
488,goundi,8,TD,1524325991,22,9.36,17.37,102.82,4.09
489,hvide sande,0,DK,1524324000,58,56.01,8.13,59.0,11.41
490,rongcheng,92,CN,1524325991,95,37.16,122.42,54.94,10.13
491,charlottesville,1,US,1524323700,43,38.03,-78.48,53.6,3.38
492,carquefou,0,FR,1524324600,44,47.3,-1.49,78.8,8.05
493,shelburne,1,CA,1524322800,31,44.08,-80.2,50.0,5.82
494,tortoli,20,IT,1524322500,49,39.93,9.66,68.0,9.17
495,lata,0,IN,1524325992,84,30.78,78.62,45.67,1.52
496,kansk,20,RU,1524325992,46,56.21,95.71,46.21,10.31
497,saint-georges,0,CA,1524325992,54,46.12,-70.67,38.83,6.29
498,jalu,0,LY,1524325992,21,29.03,21.55,90.31,16.46
499,markivka,0,UA,1524325992,56,49.52,39.57,59.71,15.28
500,abu ghosh,40,IL,1524324000,64,31.81,35.11,69.8,12.75
501,sitka,92,US,1524325993,100,37.17,-99.65,47.2,12.55
502,walvis bay,0,NA,1524322800,68,-22.95,14.51,66.2,12.75
503,quatre cocos,40,MU,1524322800,74,-20.21,57.76,80.6,8.05
504,marquette,5,US,1524322560,28,46.54,-87.4,48.2,4.7
505,trairi,24,BR,1524325993,100,-3.28,-39.27,81.13,17.63
506,ust-nera,64,RU,1524325993,79,64.57,143.24,12.91,2.08
507,miri,8,NG,1524325993,40,10.31,9.75,93.1,1.52
508,jiwani,0,PK,1524325994,63,25.05,61.74,80.95,9.57
509,kamenka,80,RU,1524325994,69,53.19,44.05,53.77,19.53
510,rio claro,0,BR,1524322800,25,-22.41,-47.56,77.0,5.82
511,eidsvag,75,NO,1524324000,75,62.78,8.07,48.2,20.8
512,vestmannaeyjar,75,IS,1524322800,93,63.44,-20.27,44.6,13.87
513,manbij,75,SY,1524324000,71,36.53,37.96,57.2,4.7
514,ushumun,0,RU,1524325995,60,52.78,126.54,28.66,2.75
515,sept-iles,75,CA,1524322800,32,50.2,-66.38,37.4,17.22
516,otradnoye,90,RU,1524322800,80,59.77,30.8,41.0,20.13
517,nabire,92,ID,1524325995,98,-3.36,135.5,68.62,1.97
518,kidal,0,ML,1524325995,10,18.44,1.41,96.61,11.25
519,shubarkuduk,68,KZ,1524325995,84,49.15,56.49,50.62,7.29
520,berezovyy,24,RU,1524325996,98,51.67,135.7,31.99,2.53
521,san policarpo,88,PH,1524325996,99,12.18,125.51,79.87,7.34
522,juneau,75,US,1524325140,100,58.3,-134.42,33.8,2.04
523,bukachacha,56,RU,1524325996,76,52.99,116.91,34.51,1.97
524,campbellsville,1,US,1524326100,50,37.34,-85.34,62.6,6.93
525,waipawa,64,NZ,1524325736,76,-39.94,176.59,56.2,21.43
526,tehachapi,1,US,1524324900,49,35.13,-118.45,62.6,2.98
527,riberalta,75,BO,1524322800,70,-11.0,-66.08,86.0,5.82
528,naze,40,NG,1524322800,59,5.43,7.07,89.6,16.11
